"uid","pair_d2","annotation_status","section","Q_bangla","A_bangla","Q_en","A_en","strict_direct_exp","broad_direct_exp","hearsay","A1_no_opinion","A2_no_opinion_lack_exposure","A3_humans_are_equal","A4_extended_help","A7_grateful_to_god","A8_express_gratitude","A9_prejudice","A10_suspicion","A11_bitter_contempt","A12_lack_of_interest","A13_empathy_sympathy","A14_aid","A15_compliments","A16_religious_fraternity","B1_no_benefits","B2_specific_pos_event","B3_financial_help","B4_more_jobs","B5_reduced_rent","B6_provided_shelter","B7_provided_food","C1_no_problems","C2_fear_concern","C4_increased_prices","C5_security_concern","C6_reduced_land","C7_reduced_wages","C8_reduced_jobs","C9_perceive_lack_morals","C10_movement_restrictions","C11_need_pay_rent","C13_reduced_resources","C14_enviro_harm","C15_increased_supervis","C16_quarrel_dispute","C17_overcrowded","D1_no_actions","D2_vague_action","D3_social_harmony","D4_allocate_resources","D5_leave_evacuate","D6_govt_knows_better","D7_does_not_know","D8_remain_disciplined","D9_stronger_boundary","D10_econ_integrat","D11_sources_of_info","D12_more_interact","D13_increased_mobility","shuffle_var"
"C603010001",4710,"annotated","B","তাহলে আল্লাহর রহমতে আপনারা বেশি সুখে আছেন?","হ্যাঁ-বেশি সুখে আছি। আমাদের কে তারা কোন দু:খ দেয় না।","So you are more happy with the grace of God?","B does not give",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4711,"annotated","C","হ্যাঁ ভালো। আপা আমি আগেও বলেছি যে, দুষে-গুণে মানুষ। মানুষ ভালোও থাকবে খারাপও থাকবে। সে রকম গ্রামের কিছু মানুষ ভালোও আছে খারাপও আছে। সে রকম না আপা?","ঠিক আছে হ্যাঁ ।","yes good I have already said that you are a human being with virtues and vices. People will be good and bad. Some people in that village are good and bad. Are you not like that?","ok yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4712,"annotated","C","এ রকম একটা ঘটনা বলতে পারবেন? যার কারণে আপনার মনে হয় যে, গ্রামের লোকজন আপনাদের পছন্দ করে না অথবা আপনাদের কে পৃথক করে দেখে অথবা খারাপ চোখে দেখে। সে রকম কোন ঘটনা বলতে পারবেন ?","হ্যাঁ বলতে পারব। আমাদের কে কোন দিন দুর্ব্যবহার বা খারাপ চোখে দেখেছে সে রকম বলতে পারব না, আমাদের কে বেশি আদর যত্ন করেছে। শাপলাপুর জায়গাটা বেশি সুন্দর আছে ।","Can you tell a story like this? Because of which you feel that the villagers don't like you or see you separately or look down on you. Can you tell any such incident?","I can say yes. I can't tell you who treated us more lovingly than ever. Shaplapur place is more beautiful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4713,"annotated","C","হ্যা ঠিক আছে ।","আমোদের কে কোন দিন দুর্ব্যবহার করে নাই। বোঝা বলেও মনে করে নাই। তারা আরো বলছে যে, তোমরা ভেসে আসা মানুষ। তোমরা জগড়া পছাদ করিও না। সুন্দর করে থাক। নিরাপদ ভাবে থাক।","yes ok","We have never misbehaved. Didn't even think it was a burden. They also say that you are floating people. Don't mess around. stay beautiful stay safe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4714,"annotated","C","হ্যাঁ ঠিক আছে। তারাতো আপনাকে সুন্দর কথা বলেছে। আপনাদের সাথে তারা অন্যায় করে নাই। আপনার পার্শ্ববর্তি কারো সাথে অন্যায় করছে কিনা? অথবা খারাপ আচরণ করছে কিনা ? সে রকম আপনারা যারা রোহিঙ্গা আছেন। তাদের সাথে খারাপ আচরণ করছে কিনা? অথবা পছন্দ করে নাই কিনা ?","না করে নাই?","yes ok They said nice things to you. They have not wronged you. Are you doing wrong with someone around you? Or misbehaving? Those of you who are Rohingya are like that. Whether treating them badly? Or do not like?","Did not do?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4715,"annotated","C","সে রকম ঘটনা কারো কাছ থেকেও শুনেন নাই?","না না শুনি নাই। শুনলেও আমরা মহিলা মানুষ সে জন্য বাহিরে যায় না। আমরা যেখানে আছি সেখানে বেশি নিরাপদ আছি, ভালো আছি, ভালো ব্যবহার করছে।","Never heard of such an incident from anyone?","No, I have not heard. But we women don't go out for that. We are safer, better, better behaved where we are.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4716,"annotated","C","আচ্ছা, আপনার ছেলে মেয়ের বাবা বাহির থেকে এসে বলছে। আমাদের কে বাঙ্গালীরা পছন্দ করেনা।আমাদের কে খারাপ চোখে দেখে। পৃথক করে দেখে। সে রকম কোন কথা শুনছেন কিনা?","না, আমার ছেলে মেয়েরা বাহিরে খেলতে যায়। সেখান কেউ মারেনা। তারা ভালোভাবে খেলে। হাসি খুসি করে চলে আসে। ছেলে-মেয়েরা প্রতিদিন হাড়ুড়ু খেলে আসতেছে। তারা কোন সময় ছেলে-মেয়ের সাথে খারাপ আচরণ করে না।","Well, your daughter's father is coming from outside. Bengalis don't like us. They look down on us. Look separately. Do you hear anything like that?","No, my sons and daughters go outside to play. No one is killed there. They play well. Smile comes happily. Boys and girls are coming to play bones every day. They never misbehave with boys and girls.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4717,"annotated","D","ওহ আচ্ছা। আপা আপনাদের সাথে গ্রামের সাথে একটা ভালো সম্পর্ক হয়েছে, বুঝা যাচ্ছে আপনার কথা অনুযায়ী।","হ্যাঁ আল্লাহর রহমতে আমরা সব দিক দিয়ে ভালো আছি।","oh well You have a good relationship with the village, as you say.","Yes, by the grace of Allah, we are fine in all aspects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4718,"annotated","D","তাদের সাথে আপনাদের সম্পর্ক বেশি ভালো হয়েছে?","হ্যাঁ। ভালো হয়েছে। ভাইয়া আমরা গ্রামের ভিতরে থেকে আসছি। সেখানেও আমাদের সাথে তারা খারাপ করে নাই।","Has your relationship with them improved?","yes done well Brother, we are coming from inside the village. They didn't do bad with us there either.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4719,"annotated","D","ওহ আচ্ছা। তাদের সাথে আপনাদের যে ভালোবাসা হয়েছে। সেটা আরো বাড়াতে চাইলে আর কি কি করা প্রয়োজন?","হ্যাঁ আরো বাড়াতে চাইলে এখন আমরা আছি। তাই তাদের চাকরী আছে। আপনাদের চাকুরী আছে। আমরা থাকলে তাদের সুবিধা আর আমরা না থাকলে তাদের অসুবিধা হয়।","oh well The love you have with them. If you want to increase it, what else needs to be done?","Yes, if you want to increase more, now we are there. So they have jobs. You have a job. If we are there they benefit and if we are not they are at a disadvantage.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4720,"annotated","D","আপনারা না থাকলে সম্পর্ক আর থাকবে না বলতেছেন তাই না?","আমরা না থাকলে আপনারা থাকবেন না। কাজ না থাকলে কি করবেন? যার যার ঘরে চলে যাবেন না ?","If you don't have a relationship, you're saying, right?","Without us you wouldn't exist. What to do if not work? Don't go to each other's house?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064
"C603010001",4721,"annotated","D","ওহ আচ্ছা।আপনাদের সাথে তাদের সম্পর্ক আরো কি কি করলে বাড়বে?","আপনারা আমাদের কে যে রকম সাহায্য সহযোগিতা করতেছেন। সে রকম তাদের গরিবদেরকেও সাহায্য সহযোগিতা করলে, তারা সবাই আরো ভালোবাসবে। সে রকম আর কি ।","Oh well. What else can you do to improve their relationship with you?","What kind of help are you giving us? If they help the poor like that, they will love everyone more. What else is like that?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1064
"C603010001",4722,"annotated","D","ওহ আচ্ছা।","আমাদের কে পাঁচ টাকা দশ টাকা দিলে, তখন আমরা যদি বলি- এখানের মেম্বার-চেয়ারম্যান আমাদের কে আরো দশ টাকা বেশি দিছে। সে রকম বল্লে তারা আমাদেরকে আরো বেশি ভালোবাসবে।","oh well","If you give us 5 taka 10 taka, then we say - the member-chairman here has given us 10 taka more. If they say that, they will love us more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1064
"H011004005",14017,"annotated","A","এবার বাংলাদেশে আগমনকারী রোহিঙ্গাদের সম্পর্কে কিছু কথা বলি?","বলুন।","Let's talk about Rohingyas coming to Bangladesh now?","tell me",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14018,"annotated","A","এককথায় রোহিঙ্গা সম্পর্কে আপনার কী কী বলার আছে?","রোহিঙ্গারা আসার কারণে আমাদের খুব ক্ষতি হচ্ছে। রোহিঙ্গারা আসার পর থেকে তরকারি, চাউল ইত্যাদি সবকিছু মূল্য বৃদ্ধি পেয়েছে। রোহিঙ্গাদের আগমনের কারণে আমরা অভাবগ্রস্ত হয়ে পড়েছি। রোহিঙ্গারা টাকার অভাবে পতিত হয়ে ডাকাতি করছে বলে শোনা যাচ্ছে। তবে এটা বাস্তব কি-না তা আমাদের জানা নেই। রোহিঙ্গারা আমাদের ক্ষতি করছে। আগামীতে ও ক্ষতি করবে বলে মনে করি।","In short, what do you have to say about the Rohingya?","We are suffering a lot due to the arrival of Rohingyas. Since the arrival of the Rohingyas, the prices of curry, rice etc have increased. Due to the influx of Rohingyas, we have become destitute. It is heard that the Rohingyas are committing robberies due to lack of money. But we don't know if it is real or not. Rohingyas are harming us. I think it will hurt in the future.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14019,"annotated","A","কোন্ ধরনের ক্ষতি করবে বলে আপনার ধারণা হয়?","আমাদের মূল্য কমে যাবে বলে মনে করি। রোহিঙ্গারা সাহসী মানুষ।","What kind of damage do you think?","I think our price will decrease. Rohingyas are brave people.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14020,"annotated","B","রোহিঙ্গারা আসার কারণে আপনাদের কোনো উপকার হয়েছে কি-না?","না, উপকার হয়নি। আমাদের ক্ষতি হয়েছে যে। আমরা কখনও ষাট-সত্তর টাকা মূল্যে চাউল কিনে খাইনি। আর বর্তমানে চল্লিশ টাকা মূল্যের কোনো চাউল নেই। চল্লিশ টাকা দামের চাউল পাওয়া গেলে তা খাওয়ার উপযোগী হয় না। কাপড়, চাউল, তরকারি সবকিছুর মূল্য অতিরিক্ত বেশি।","Have you benefited from the arrival of the Rohingyas?","No, it didn't help. That's our loss. We have never bought rice for 60-70 rupees. And currently there is no rice worth forty rupees. Forty rupees worth of rice is unfit for consumption. Clothes, rice, curry everything is overpriced.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14021,"annotated","C","তাহলে দ্রব্যমূল্য বৃদ্ধি পাওয়ার কারণে আপনাদের ক্ষতি হয়েছে, তাইনা?","হুম","So you have lost because of the increase in commodity prices, right?","hmm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14022,"annotated","D","বাংলাদেশের স্থানীয় জনগণ ও রোহিঙ্গাদের মধ্যকার যে সম্পর্কটা বর্তমানে বিদ্যমান আছে, সে সম্পর্কটাকে কীভাবে আরও বেশি ভালো করা যাবে বলে আপনি মনে করেন?","ভালো হলে ভালো।","How do you think the relationship between the local people of Bangladesh and the Rohingyas that currently exists can be improved?","If it's good, it's good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076
"H011004005",14023,"annotated","D","তো কীভাবে এবং কী ব্যবস্থা গ্রহণ করলে সম্পর্কটা ভালো করা যাবে বলে আপনি মনে করেন?","এগুলো তো আমি জানি না। সরকার জানবে যে।","So how and what measures do you think can improve the relationship?","I don't know these. The government will know that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1076
"H011004005",14024,"annotated","D","জি?","এগুলো তো সরকার জানবে যে। আমি জানবো না। এগুলো তো তো বড় বড় কর্মকর্তারা জানবে যে, কীভাবে তাদের সম্পর্কটা ভালো হবে।","Yes?","The government will know that. i don't know These are the big officials who will know how their relationship will be good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1076
"H011004005",14025,"annotated","D","রোহিঙ্গা সম্পর্কে কি আর কিছু বলার আছে?","না, না। রোহিঙ্গাদেরকে যেভাবে সহযোগিতা করা হচ্ছে, তা তো খুব বেশি সহযোগিতা করা হচ্ছে। আমাদেরকে তেমন কোনো সহযোগিতা করা হচ্ছে না। তাদেরকে অতিরিক্ত সাহায্য করা হচ্ছে। আমাদের কথা হলো, আমরাও তো তাদের মতো মানুষ, আমাদেরকে কেন ত্রাণসামগ্রী দিচ্ছে না!? আমরা কী দোষ করলাম! আমাদেরকেও এক-আধটুকু দিলেও তো অনেক উপকার হতো। এসব কথা আমি আমার সন্তানদেরকে বলি আরকি।","What else is there to say about the Rohingya?","no, no The way the Rohingyas are being supported is very much being supported. We are not getting any help. They are being given extra help. Our point is, we are people like them, why are they not giving us relief materials!? What we did wrong! Even if we were given half of it, it would have benefited us a lot. I tell my children these things.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1076
"H011004005",14026,"annotated","D","কী কী বলেন তা আমাকেও বলুন একটু।","বলতে চাচ্ছি যে, আমাদের দেশ তো দরিদ্র দেশ। রোহিঙ্গাদেরকে বহিঃর্বিশ্ব থেকে খুব সহযোগিতা করে। কিন্তু আমাদেরকে কেন সহযোগিতা করে না সেটা বলতে চাচ্ছি। আমরাও তো দরিদ্র মানুষ, আমাদেরকে কেন ত্রাণসামগ্রী দিচ্ছে না!? আমরা কী দোষ করলাম! রোহিঙ্গাদেরকে কতো সুন্দর নয়নাভিরাম ঘর তৈরি করে দিচ্ছে, আমরা কেন এতো সুন্দর ঘর পাই না। এসব কথা বলি আরকি।","Tell me what you say.","Very helpful from around the world. But I want to tell you why they don't cooperate with us. We are also poor people, why not give us relief!? What we did wrong! Rohingyas are making beautiful houses, why don't we get such beautiful houses. Let me talk about these things again.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1076
"H005014013",21896,"annotated","A","এতক্ষণ ধরে আপনার সুখ-দুঃখের কথা এবং আপনার মেয়েকে নিয়ে দেখা স্বপ্নগুলোর কথা বলেছেন। এখন রোহিঙ্গাদের সম্পর্কে কথা বলব। বাংলাদেশ মায়ানমার থেকে কিছু রোহিঙ্গা শরণার্থী হয়ে এসেছে। তা সম্পর্কে আপনি অবগত, তাই না?","জি।","Talks about Kher and dreams about your daughter. Now let's talk about the Rohingyas. Some Rohingyas have come as refugees from Myanmar in Bangladesh. You are aware of that, right?","G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21897,"annotated","A","রোহিঙ্গাদের সম্পর্কে কিছু বলতে পারবেন?","তাদেরকে নিয়ে কী বলতে হবে?","Can you say something about the Rohingya?","What to say about them?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21898,"annotated","A","যদি আমি আপনাকে জিজ্ঞেস করি যে, রোহিঙ্গারা কেমন? তাদের সম্পর্কে আপনার ধারণা কেমন? তারা মানুষ হিসেবে কোন পর্যায়ের মানুষ? তাহলে আপনি এক কথায় তাদের সম্পর্কে কী বলবেন? এবং তাদের সম্পর্কে আপনার মন্তব্য কি?","রোহিঙ্গা সম্পর্কে আমি আর কী বলবো। তাদেরকে মায়ানমার থেকে তাড়িয়ে দেয়া হয়েছে। তারা এদেশে চলে এসেছে। এদেশে আশ্রয় নিয়েছে। তাদেরকে নিয়মিত খাদ্য-পানি দেয়া হচ্ছে। আর তারা বসে বসে খাচ্ছ আরকি।","If I ask you, how are the Rohingya? What are your thoughts on them? What level of people are they as people? So what would you say about them in one word? And what are your comments about them?","What else can I say about the Rohingya? They have been expelled from Myanmar. They came to this country. Has taken refuge in this country. They are being given food and water regularly. And they are sitting and eating.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21899,"annotated","A","রোহিঙ্গাদের সম্পর্কে আপনার কোন মন্তব্য আছে কি?","রোহিঙ্গাদের সম্পর্কে আমরা আর কী মন্তব্য করব? রোহিঙ্গাদেরকে সরকার বসে বসে খাওয়ার ব্যবস্থা করে দিচ্ছে না? তাদেরকে নিয়মিত খাদ্য-পানি দিচ্ছে না?","Do you have any comments about the Rohingya?","What else can we say about the Rohingya? Rohingya government is not making arrangements to sit and eat? Not giving them regular food and water?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21900,"annotated","A","হ্যাঁ, অবশ্যই দিচ্ছে।","তিন-চার বছর ধরে রোহিঙ্গাদেরকে সরকার লালন-পালন করছে না?","Yes, of course.","The government is not nurturing the Rohingyas for three-four years?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21901,"annotated","A","হ্যাঁ, করছে তো?","তাদেরকে করার আর কী আছে? সব তো সরকারই করছে। আমরা তাদেরকে নিয়ে কী মন্তব্য করব?","Yes, are you doing?","What else do they have to do? Everything is done by the government. What do we comment on them?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21902,"annotated","A","কী বললেন? আমি বুঝতে পারিনি।","হ্যাঁ বলুন?","What did you say? I didn't understand.","say yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21903,"annotated","A","আপনার কথা বুঝতে পারিনি আমি। তাদেরকে বসে বসে খাওয়ার ব্যবস্থা করে দিচ্ছে বলেছেন। এরপর কী বলেছেন?","জি। তাদেরকে বসে বসে খাওয়ার ব্যবস্থা করে দিচ্ছে॥ তাদের সম্পর্কে আর কোনো ব্যবস্থা নেয় হচ্ছে না। যদি সরকার কোনো চিন্তা-ভাবনা করে, মায়ানমার সরকারের সাথে পরামর্শ করে তাদেরকে মায়ানমারে পাঠিয়ে দিতো, তাহলে আমাদের জন্য ভাল হত না? আমরা কিছুটা চাপের মুখ থেকে বাঁচতে পারতাম॥ তাদের কারণে আমরা দেশে খুব চাপে আছি।","I did not understand your words. They are being arranged to sit and eat, he said. What then said?","G. Making them sit and eat. No further action is being taken against them. If the government had thought, consulted the Myanmar government and sent them to Myanmar, wouldn't it have been better for us? We could have survived some pressure. Because of them we are under a lot of stress in the country.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21904,"annotated","A","আপনার আর কিছু বলার আছে?","না। আমার আর কিছু বলার নেই।","Do you have anything else to say?","no I have nothing more to say.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21905,"annotated","B","এমন কোন ঘটনা বলতে পারবেন যে, রোহিঙ্গাদের আসার কারণে আপনাদের কোন উপকার হয়েছে বা তাদের আসার কারণে আপনারা লাভবান হয়েছেন?","তাদের আসার কারণে আমাদের কোন উপকার হয়নি। বরং আমরা তাদের কারণে ক্ষতিগ্রস্ত হয়েছি।","Can you tell any case that you have benefited from the arrival of the Rohingyas or that you have benefited from their arrival?","Their arrival did us no good. Rather, we have suffered because of them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21906,"annotated","B","রোহিঙ্গাদের আসার কারণে আপনাদের কোন উপকার বা লাভ হয়নি। আপনি কি এটাই বলতে চাচ্ছেন?","জি।","You have not benefited or benefited from the arrival of the Rohingyas. Is that what you mean?","G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21907,"annotated","C","এমন কোন ঘটনা বলতে পারবেন, যাতে আপনার মনে হয়েছে যে, রোহিঙ্গাদের আসার কারণে আপনাদের কোন অসুবিধে হয়েছে বা ক্ষতি হয়েছে?","তাদের কারণে আমাদের কোনো ক্ষতি হয়নি। তাদের আশেপাশে বাংলাদেশের স্থানীয় জনগণ যারা বসবাস করছে, তাদের ক্ষতি হয়েছে। আর তাদের আসার কারণে আমাদের ওপর চাপ পড়েনি। চাপের শিকার হয়েছে শুধু তারাই, যারা তাদের আশে পাশে বসবাস করছে।","Can you tell us any incident where you feel that you have been inconvenienced or harmed by the arrival of the Rohingyas?","We were not harmed by them. The local people of Bangladesh living around them have suffered. And because of their arrival, there was no pressure on us. Only those who live around them are subjected to pressure.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21908,"annotated","C","চাপে পড়েছে বলতে কেমন? তাদের আসার কারণে বাংলাদেশের স্থানীয় জনগণের কী ধরনের ক্ষতি হয়েছে? রোহিঙ্গাদের আসার কারণে বাংলাদেশের স্থানীয় জনগণের কোন ধরনের ক্ষতি হয়েছে বলে মনে করেন আপনি?","তাদের কারণে আমাদের যতটা ক্ষতি হয়েছে। তার চেয়ে বেশি ক্ষতি হয়েছে তাদের নিজেদের। আর তা হল, তারাও তো আমাদের মত মানুষ। তাই না? তারা কি আমাদের মত মানুষ নয়?","How to say stressed? What kind of damage has happened to the local people of Bangladesh due to their arrival? What kind of damage do you think the local people of Bangladesh have suffered due to the arrival of the Rohingyas?","As much as we have suffered because of them. They themselves have suffered more than that. And that is, they are people like us. right? Aren't they human like us?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
"H005014013",21909,"annotated","C","জি অবশ্যই।","তাদেরকে যখন মায়ানমারের রাখাইনরা নির্মমভাবে হত্যা করেছিল। তখন তারা নিজেদের দেশ থেকে পালিয়ে এদেশে চলে এসেছে। যাতে তারা কোনরকম প্রাণী বাঁচতে সক্ষম হয়েছে। তারা এদেশে এসে বাংলাদেশের স্থানীয় জনগণের কাছে আশ্রয় নিয়েছে। বাংলাদেশের স্থানীয় জনগণ তাদেরকে থাকার জন্য স্থান দিয়েছে। তা সত্ত্বেও আমি মনে করি যে, তাদের অনেক ক্ষতি হয়েছে। কেননা তারা তাদের সমস্ত ধন-সম্পদ, ঘরবাড়ি ও জমিজমা সবকিছুই ছেড়ে এদেশে পালিয়ে এসেছে। যা ভাবতে গেলে মনে হয় যে, তারা নিশ্চয়ই বড় ক্ষতিগ্রস্ত হয়েছে। আর স্বদেশ ছাড়া এবং ঘরবাড়ি হারা মানুষ নিশ্চয়ই ক্ষতিগ্রস্ত।","Yes, of course.","When they were brutally killed by Myanmar's Rakhines. Then they fled from their country and moved to this country. So that they are able to live some kind of animal. They came to this country and took refuge with the local people of Bangladesh. The local people of Bangladesh gave them a place to stay. However, I think they have done a lot of damage. Because they left all their wealth, houses and land and fled to this country. When you think about it, it seems that they must have suffered a lot. And people without a homeland and without homes are surely affected.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081
